Compliance Status,Building ID,Building Name,Site Address,Site Zip,Year Built,"Floor Area 
(sf)",Primary Property Type ,ENERGY STAR Score,Certified or Verified?,"Site EUI 
(kBtu/sf)","Weather Normalized  Site EUI 
(kBtu/sf)",Source EUI (kBtu/sf),Weather Normalized Source EUI (kBtu/sf),"Electricity Generated from Onsite Renewable Systems 
(kWh)","Total GHG Emissions 
(Metric Tons CO2e)"
Compliant,1N1E35DB-5600-B1,BURNSIDE BUILDING,1847 E BURNSIDE ST,97214,1935,"28,800",Office,47,,48.3,49.8,100.7,102.2,,101.9
Compliant,1N2E14DC-3000-B1,OR0051 - AIRPORT WAY REGIONAL LABORATORY,13705 NE AIRPORT WAY,97230,1987,"99,420",Medical Office,47,,140.7,140.4,321.4,317.1,,1078.4
Compliant,1S1E03BB-500-B1,Multnomah County Court House,1021 SW 4TH AVE,97204,1912,"292,717",Courthouse,47,,85.6,88.5,168.3,170.8,,1776.7
Compliant,1S1E06DB-3500-B1,Sylvan Professional Building,5415 SW WESTGATE DR,97221,1971,"40,000",Office,47,,52,53.7,111.8,113.6,,155
Compliant,1N1E35BC-700-B1,Inn at the Convention Center,420 NE HOLLADAY ST,97232,1969,"50,000",Hotel,46,,66.4,67.1,140,142,,244.6
Compliant,1N2E16CC-200-B1,Holiday Inn Portland Airport,8439 NE COLUMBIA BLVD,97220,1979,"145,000",Hotel,46,,99.5,100.6,186.2,187.2,,996.3
Compliant,1S1E03BB-100-B1,Kress Building,638 SW 5TH AVE,97204,1928,"68,081",Office,46,,68.6,69,173.5,172.8,,382.3
Compliant,1S2E18CB-9500-B1,Woodstock Bi Mart,5915 SE 44TH AVE,97206,1968,"31,403",Retail Store,46,,55.3,55.3,144.6,143.5,,145
Compliant,Campus-16,OR-AHPL-10123 SE Market St,10000 SE MAIN ST,97216,1977,"698,274",Hospital (General Medical & Surgical),46,,175.4,176.6,326.5,327,,8437.2
Compliant,1N1E33AD-1400-B3,Stagecraft Warehouse - 1N1E33AD-1400-B3,1302 NW KEARNEY ST,97209,1894,"27,993",Office,45,,40.8,40.5,108.6,107.4,,96.4
Compliant,1N1E34CC-8100-B1,Rite Aid,622 SW ALDER ST,97205,1924,"24,911",Retail Store,45,,53.9,53,146.6,144,,114.9
Compliant,1N1W01CD-10500-B1,North Portland Health Clinic,9000 N LOMBARD ST,97203,2002,"26,327",Medical Office,45,,59.9,60.4,152.5,153.1,,129.6
Compliant,1S2E04A-500-B1,Lincoln Building,9955 SE WASHINGTON ST,97216,1979,"21,500",Office,45,,72.3,75.5,149.1,152.5,,113.2
Compliant,1S2E11BA-11400-B5,Mid-County Health Center,12710 SE DIVISION ST,97236,2005,"21,658",Medical Office,45,,74.2,76.3,183.3,185.4,,129.7
Compliant,1N1E33DA-4800-B1,M Financial Plaza,1122 NW DAVIS ST,97209,2002,"271,027",Office,44,,96.2,94.9,205.4,205.4,,Not Available
Compliant,1S1E03CA-400-B1,RiverPlace Hotel,1510 SW HARBOR WAY,97201,1986,"104,000",Hotel,44,,89.7,89.7,187.9,187.9,,684.9
Compliant,1S1E10BB-900-B1,2525 SW 1st Avenue,2525 SW 1ST AVE,97201,1982,"190,926",Office,44,,84.4,84.4,235.3,235.3,,1399.8
Compliant,1N1E33BB-4200-B1,Northrup Center,2311-2327 NW NORTHRUP ST,97210,1956,"22,135",Office,43,,68.5,69.6,149,150.3,,113.7
Compliant,1N1E33DD-4700-B1,Fine Arts Building,1001-1017 SW MORRISON ST,97205,1906,"29,000",Office,43,,46.8,50.7,69.3,73.4,,83.4
Compliant,1S1E11DC-100-B3,CENTER STREET MAINTENANCE BUILDING,4416 SE 17TH AVE,97202,2006,"106,889",Office,43,,121.9,127.2,233.5,238.2,,911.1
Compliant,1N1E34DB-1100-B1,Fleischner Mayer Bldg,115 NW 1ST AVE,97209,1906,"48,450",Office,42,,66.9,67.3,142.2,141.9,,239.9
Compliant,1S1E03BB-3801-B1,Heathman Hotel,1001 SW BROADWAY,97205,1928,"114,000",Hotel,42,,113.7,115.2,202.1,203.6,,872
Compliant,1N1E34CC-7800-B1,Exchange Building,514 SW 6TH AVE,97204,1902,"24,689",Office,41,,59.4,59.9,160.8,161.5,,125.2
Compliant,1N1E35BB-3800-B1,Hotel Eastlund,1021 NE GRAND AVE,97232,1963,"90,579",Hotel,41,,54.7,54.2,151.4,149.9,,428.5
Compliant,1S1E03BB-4800-B1,Nordstrom #20 Downtown Portland,701 SW BROADWAY,97205,1978,"173,800",Retail Store,41,,69.2,68.9,176.4,174.5,,989.1
Compliant,1S1E12DB-3900-B1,Southeast Health Center,3653-3665 SE 34TH AVE,97202,1966,"24,608",Medical Office,41,,71.3,73.6,155.8,158.1,,131.9
Compliant,1N1E34CC-7700-B1,Hotel Monaco Portland-SV,506 SW WASHINGTON ST,97204,1912,"240,000",Hotel,40,,102.7,103.4,184.4,184.2,,1666.4
Compliant,1N2E31DC-1000-B2,East Burnside- QFC,5512-5544 E BURNSIDE ST,97215,1966,"30,110",Supermarket/Grocery Store,40,,175.4,174.2,491.1,487.7,,460.1
Compliant,1N2E16B-1701-B1,Portland International Plaza,8338 NE ALDERWOOD RD,97220,1997,"70,365",Office,39,,70.2,71,196.5,198.8,,430.3
Compliant,1N2E33AA-1102-B1,PSA - Gateway Medical Plaza,1321 NE 99TH AVE,97220,1995,"25,152",Medical Office,39,,99.7,100.9,275.2,278.5,,216.6
Compliant,1S1E03DA-1900-B1,Clay Creative,1615 SE 3RD AVE,97214 ,2016,"71,204",Office,39,,103.9,104.6,199.5,198.7,,517.9
Compliant,1N1E27AB-400-B2,1113-Williams,3445 N WILLIAMS AVE,97227,2012,"29,760",Supermarket/Grocery Store,38,,335.9,341.8,664.8,671,,711.5
Compliant,1N1E29AC-600-B1,Nela ATP Facility,2800 NW NELA ST,97210,1952,"41,024",Office,38,,64.6,65.7,163.1,164.2,,216.7
Compliant,1N1E33DD-90000-B1,Carson Building,315 SW 11TH AVE,97205,N/A,"31,130",Office,38,,100.4,103.9,180.1,182.5,,211.1
Compliant,1S1E03BA-600-B1,811 @ WATERFRONT BUILDING,811 SW NAITO PKWY,97204,1985,"49,302",Office,37,,60.4,60.4,169.1,169.1,,259.5
Compliant,2N1E34CA-400-B1,HAYDEN ISLAND PLAZA,700 N HAYDEN IS DR,97217,1981,"43,442",Office,37,,78.3,79.8,146.9,147.3,,235.3
Compliant,1N2E29BA-202-B1,Safeway 1447 - Sandy Blvd,6901-7037 NE SANDY BLVD,97213,1993,"51,602",Supermarket/Grocery Store,36,,282.3,287.7,638,643.7,,1116.3
Compliant,1N1E33DA-4900-B1,Brewery Block  2 (EPL),1131 W BURNSIDE ST,97209,2002,"245,937",Office,35,,120.4,117.7,242,239.5,,Not Available
Compliant,1S1E15CD-19500-B1,Willamette Park Plaza,6420 SW MACADAM AVE,97239,1980,"65,239",Office,35,,72.5,73,203,204.4,,412.2
Compliant,1S1E29BD-7600-B1,Barbur Business Center,9570 SW BARBUR BLVD,97219,1980,"29,471",Office,35,,57.6,58.4,161.4,163.5,,148
Compliant,1N1E33DD-6200-B3,Yamhill Plaza,1220 SW MORRISON ST,97205,1927,"59,316",Office,34,,78,79,201,202.1,,383
Compliant,1N2E27CC-7000-B2,OR0131 - Gateway Medical Offices,1700 NE 102ND AVE,97220,1995,"33,384",Medical Office,34,,72.6,72.7,197.9,197.9,,207.7
Compliant,1N1E33DD-7500-B1,Morrison Plaza,1405 SW MORRISON ST,97205,1956,"86,129",Office,33,,119.4,122.7,224,225.7,,711.5
Compliant,1N2E14DC-2800-B1,OR0321 - AIRPORT WAY PHARMACY REFILL,5725 NE 138TH AVE,97230,2014,"74,057",Medical Office,33,,109,110.8,288.1,290,,678.8
Compliant,1S1E10BB-1100-B1,OHSU Marquam II,2611 SW 3RD AVE,97201,1991,"32,924",Office,33,,143.2,148.1,315.3,320.5,,355.9
Compliant,1N1E27AD-17200-B1,Isom Building,205 NE RUSSELL ST,97212 ,1967 ,"37,404",Office,32,,104.2,106.3,191.7,192.6,,266.8
Compliant,1N1E34DC-1200-B1,New Market West,58-66 SW 2ND AVE,97204,1889,"38,000",Office,32,,98.9,100.6,235.4,237.2,,296.8
Compliant,1N1E35CB-1600-B1,System Administrative Office 815 NE Davis,815 NE DAVIS ST,97232,1974,"51,504",Office,31,,173.9,177.1,324,325.8,,617.3
Compliant,1N1E35DB-300-B1,Sandy Plaza,1785 NE SANDY BLVD,97232,1947,"34,530",Office,31,,112.3,115.2,188.8,189.2,,253.5
Compliant,1S1E15BD-200-B1,Riverside Centre,5100 SW MACADAM AVE,97239,1982,"103,740",Office,31,,96.5,96.5,270.1,270.1,,872
Compliant,1S2E18CB-14000-B1,Woodstock Safeway Bldg,4515 SE WOODSTOCK BLVD,97206,1953,"59,403",Supermarket/Grocery Store,31,,252.5,254.4,568.7,568.2,,1147.2
Compliant,1N1E22CC-13200-B1,OR0161 - Central Interstate Medical Offices,3600 N INTERSTATE AVE,97227,2006,"98,762",Medical Office,30,,97.9,97.8,243.7,241.7,,783.8
Compliant,1S1E03BB-1800-B1,American Bank Building,621-633 SW MORRISON ST,97205,1914,"189,832",Office,30,,56.3,56.3,157.7,157.7,,931.6
Compliant,1S1E04DD-9300-B2,Broadway Plaza,2121 SW BROADWAY DR,97201,1972,"56,159",Office,30,,74.7,76.1,209,213.1,,365.3
Compliant,1N1E28DC-5300-B1,NW Center for Orthopedics & Rehabilitation,1515 NW 18TH AVE,97209,2004,"51,230",Medical Office,29,,73.4,73.8,202.4,203.6,,324.4
Compliant,1N1E29D-100-B1,OR0501 - NICOLAI SERVICE CENTER,2850 NW NICOLAI ST,97210,1991,"52,733",Medical Office,29,,75.9,75.9,212.6,212.6,,348.8
Compliant,1S1E15BA-1200-B1,4800 Building,4800 SW MACADAM AVE,97239,1918,"50,400",Office,29,,70.9,70.9,198.6,198.6,,311.5
Compliant,1S2E09DA-5000-B1,Portland Communications Center,3732 SE 99TH AVE,97266,2002,"49,200",Office,28,,154.7,155.4,422.5,423.3,,653
Compliant,1N1E27BB-2400-B1,OR0111 - WEST INTERSTATE MED OFFICES,3325 N INTERSTATE AVE,97227,1972,"50,903",Medical Office,27,,145.3,149.2,257.8,261.9,,496.9
Compliant,1S1E03BA-4500-B1,YAMHILL PLAZA,815 SW 2ND AVE,97204,1909,"30,251",Office,27,,69.8,69.7,175.3,174.9,,172.2
Compliant,1N1E28DD-3500-B1,Thurman Building,1631 NW THURMAN ST,97209,1900,"65,308",Office,26,,66.8,66.8,186.7,186.7,,379.6
Compliant,1S1E03BB-80000-B1,Hilton Portland 545 Taylor,545 SW TAYLOR ST,97204,N/A,"170,145",Hotel,26,,135.7,137.5,272.6,274.4,,1656.7
Compliant,1S1E22DA-600-B1,River Park Center,205 SE SPOKANE ST,97202,1987,"48,404",Office,26,,77.6,77.1,217.3,215.9,,327.3
Compliant,1N1E34CC-6200-B1,Stevens Office,812-820 SW WASHINGTON ST,97205,1914,"63,424",Office,25,,61.6,62.3,162.8,163.5,,328.4
Compliant,1S1E10BB-1000-B1,OHSU Marquam Plaza,2525 SW 3RD AVE,97201,1965,"41,211",Office,23,,164.9,169.9,333.7,336.5,,489.5
Compliant,1S1E22BA-4200-B1,Macadam Place,6915 SW MACADAM AVE,97219,1983,"36,401",Office,22,,60.5,60.9,165.8,166.6,,189.3
Compliant,Campus-2,OHSU Marquam Hill Campus,3147 SW SAM JACKSON PARK RD,97239,1988,"3,258,912",Hospital (General Medical & Surgical),22,,273.4,275.2,482.3,482.5,,59696.5
Compliant,1N2E16-125-B1,Aloft Portland Airport at Cascade Station,9920 NE CASCADES PKWY,97220,2008,"55,192",Hotel,21,,122.1,122.9,258.3,259.2,,497.6
Compliant,1N1E34CC-3500-B1,The Benson HoTEL,309-319 SW BROADWAY,97205,1913,"228,800",Hotel,20,,135.6,137,220.7,221.1,,1996
Compliant,1N1E33DA-2100-B1,300 Building,300 NW 14TH AVE,97209,1946,"37,075",Office,19,,118.6,118.6,260.3,260.3,,331.4
Compliant,1S1E03BB-2300-B1,Hilton Portland & Executive Tower,921 SW 6TH AVE,97204,1962,"348,426",Hotel,18,,144.5,146.1,273.7,274.3,,3499.8
Compliant,1N1E35AD-8600-B1,KATU / KUNP Television station,2153 NE SANDY BLVD,97232,1913,"40,000",Office,15,,187.5,188.3,420.4,419.6,,572.2
Compliant,1N1E35CA-5800-B1,PRC,1030 NE COUCH ST,97232,1966,"27,753",Medical Office,15,,131,136.4,254.1,257.9,,255.9
Compliant,1S1E04AB-2400-B1,KGW Broadcast Center,1501 SW JEFFERSON ST,97201,1965,"68,249",Office,13,,115.4,115.4,323.2,323.2,,686.3
Compliant,1N1E34CC-4600-B1,Union Bank Building,407 SW BROADWAY,97205,N/A,"196,183",Office,12,,146.5,149.6,341,344.3,,2240.6
Compliant,1N1E34CC-4800-B1,The Pittock Block,921 SW WASHINGTON ST,97205,1914,"282,003",Office,12,,208.4,208.4,583.6,583.6,,5120.9
Compliant,1N2E31BC-6300-B1,PSA - 545 Building,545 NE 47TH AVE,97213,1965,"33,157",Medical Office,9,,97.7,101,202.5,205.9,,236.5
Compliant,Campus-23,Historic Bank Block,303-317 SW 6TH AVE,97205,1906,"196,200",Office,8,,129,132.8,275.2,277.9,,1877.1
Compliant,1S2E03BC-1201-B1,OR-AHPL-10201 SE Main St,10201-10333 SE MAIN ST,97216,1990,"44,240",Medical Office,7,,154.8,155.2,284.3,282.2,,468.5
Compliant,1N1E22CC-10800-B1,OR0601 - CENTER FOR HEALTH RESEARCH,3800 N INTERSTATE AVE,97227,1992,"35,790",Medical Office,5,,134.8,134.8,374.2,374.2,,418.1
Compliant,1N2E30CC-12300-B1,Broadway Medical Clinic,4212 NE BROADWAY,97213,1937,"26,000",Medical Office,5,,172,177.3,305.9,309.6,,300.8
Compliant,1S2E04A-90000-B1,OR-AHPL-10101 SE Main St,10123 SE MARKET ST,97216,1975,"55,720",Medical Office,5,,156.7,157,282,280.3,,591
Compliant,1N2E09C-700-B1,Sheraton Portland Airport Hotel,8235 NE AIRPORT WAY,97220,1974,"88,339",Hotel,4,,209.1,212.4,383.5,385.8,,1262.5
Compliant,1N1E33DA-5000-B1,Brewery Block 1,1207-1235 W BURNSIDE ST,97209,2001,"147,999",Office,3,,246.5,244,626.7,618,,2996
Compliant,2N1E34C-100-B2,red lion hotel,909 N HAYDEN IS DR,97217,1979,"200,000",Hotel,3,,303.6,303.6,323,323,,3241.4
Compliant,1N1E34CC-4400-B1,Hotel Lucia,400 SW BROADWAY,97205,1908,"70,160",Hotel,1,,263.9,267.6,401.5,405.5,,1153
Compliant,1N2E31DB-11300-B1,PSA - PMG-Glisan,5330 NE GLISAN ST,97213,2008,"20,405",Medical Office,1,,98.3,99.6,269.5,273.2,,172.5
Compliant,1N2E34BC-10500-B1,Gateway Medical Building,10535 NE GLISAN ST,97220,1995,"25,000",Medical Office,1,,90,90,240.1,240.1,,190.3
Compliant,1S1E03BB-5700-B2,Studio Building,901-919 SW TAYLOR ST,97205,1927,"42,027",Office,1,,180.5,180.5,496.3,496.3,,653.5
Compliant,1N1E03DB-1200-B2,MarketPlace,10310 N VANCOUVER WAY,97217,2000,"39,584",Mixed Use Property,Not Available,,312.3,313.3,631.9,631.8,,890.4
Compliant,1N1E08AC-100-B1,Charles Jordan Community Center,9009 N Foss Ave,97203,1940,"43,000",Fitness Center/Health Club/Gym,Not Available,,68.1,70.8,133.6,135.7,,207.4
Compliant,1N1E10A-1000-B1,"Diamond Beall Development, LLC",8801 N VANCOUVER AVE,97217,1979,"50,000","Repair Services (Vehicle, Shoe, Locksmith, etc.)",Not Available,,93,97.2,157.5,161.8,,305.1
Compliant,1N1E11CC-400-B3,Pape Kenworth Portland,550 NE COLUMBIA BLVD,97211,1981,"75,175",Other,Not Available,,83.3,88.2,144.8,149.9,,416.4
Compliant,1N1E11CD-300-B1,Oregon Humane Society,1067 NE COLUMBIA BLVD,97211,2007,"56,994",Other,Not Available,,244,248.9,427.1,430.5,,927.9
Compliant,1N1E12B-400-B1,Columbia River Correctional Institution,9111 WI/ NE SUNDERLAND AVE,97211,1991,"144,000",Prison/Incarceration,Not Available,,104.8,108.3,179.1,181.9,,994.7
Compliant,1N1E13DC-9600-B1,McMenamins Kennedy School,5736 NE 33RD AVE,97211,2013,"58,158",Food Service,Not Available,,239.1,246.1,390.5,397.8,,896.3
Compliant,1N1E14AA-400-B1,COLUMBIA PACIFIC PLAZA,2201-2207 NE COLUMBIA BLVD,97211,1985,"109,347",Office,Not Available,,35,36.9,67.4,69.4,,268.2
Compliant,1N1E15CA-2400-B2,Peninsula Park Community Center,700 N ROSA PARKS,97217,1909 ,"33,696",Fitness Center/Health Club/Gym,Not Available,,67.5,68.2,96.8,97.6,,137.7
Compliant,1N1E15CD-11500-B1,Cascade Campus Technology Ed,565 N KILLINGSWORTH ST,97217,2004,"50,500",College/University,Not Available,,64.8,66.4,173.7,177.6,,277.5
Compliant,1N1E15CD-11500-B2,Cascade Jackson Hall,565 N KILLINGSWORTH ST,97217,2004,"48,457",College/University,Not Available,,115.7,118,206,207.2,,377.4
Compliant,1N1E15CD-12100-B1,Cascade SC/Library,705 WI/ N KILLINGSWORTH ST,97217,1965,"56,553",College/University,Not Available,,21.7,21.5,60.8,60.1,,107.1
Compliant,1N1E15CD-12200-B1,Cascade Terrell Hall,5624 N BORTHWICK AVE,97217,1989,"48,192",College/University,Not Available,,53.7,53.9,150.4,151,,225.5
Compliant,1N1E15CD-13300-B1,Cascade Student Services,720 WI/ N JESSUP ST,97217,1996,"34,000",College/University,Not Available,,167.3,168.6,291.6,291.7,,378.8
Compliant,1N1E15CD-14000-B2,Cascade Hall,850 N JESSUP ST,97217,2014,"49,210",College/University,Not Available,,33.6,33.6,82.1,82.1,,132.5
Compliant,1N1E15CD-14000-B3,Cascade Student Union,850 N JESSUP ST,97217,2014,"37,606",College/University,Not Available,,80.5,82.1,181.4,183.1,,231.6
Compliant,1N1E15CD-15500-B1,Cascade PSEB,909 N KILLINGSWORTH ST,97217,1961,"28,400",College/University,Not Available,,54,54,151.1,151.1,,133.5
Compliant,1N1E16AB-4101-B1,R00217,N Lombard and Mobile Ave (SE corner),97217,N/A,"29,592",Other - Technology/Science,Not Available,,173.8,171.5,486.6,480.3,,448
Compliant,1N1E18A-100-B19,Franz Hall,5000 N WILLAMETTE BLVD,97203,2009,"78,000",College/University,Not Available,,63.5,63.5,175.9,175.9,,428.7
Compliant,1N1E18A-100-B3,Swindells Hall,5000 N WILLAMETTE BLVD,97203,2009,"41,617",College/University,Not Available,,210.6,216,448.9,454.6,,649.9
Compliant,1N1E18A-100-B6,LP Tennis Center,5000 N WILLAMETTE BLVD,97203,2009,"27,920",College/University,Not Available,,44.6,45.9,107.6,110.2,,99.1
Compliant,1N1E18A-100-B7,Waldschmidt Hall,5000 N WILLAMETTE BLVD,97203,2009,"38,184",College/University,Not Available,,54.4,54.4,152.3,152.3,,180.9
Compliant,1N1E18AB-2800-B2,Beauchamp Recreation and Wellness Center,6523 N PORTSMOUTH AVE,97203,2014,"72,000",College/University,Not Available,,36.1,37.9,50.7,52.2,,156.1
Compliant,1N1E22BA-300-B1,Cascade PE,612 N KILLINGSWORTH ST,97217,N/A,"31,882",College/University,Not Available,,58.8,60.3,133.6,135.1,,144.1
Compliant,1N1E22CD-9300-B1,"Madison 34 Ray, LLC",3731-3741 N MISSISSIPPI AVE,97227,1972,"22,385",Mixed Use Property,Not Available,,124.5,127.6,214.6,217.8,,184.5
Compliant,1N1E22DC-4600-B2,Self Enhancement Inc.,3920 N KERBY AVE,97227,1996,"65,000",Other - Education,Not Available,,76.8,79.6,121.5,124.5,"78,295",302.8
Compliant,1N1E22DD-13700-B1,Planned Parenthood FRSC,3727 NE M L KING BLVD,97212,2010,"42,000",Urgent Care/Clinic/Other Outpatient,Not Available,,46.5,46.9,124.5,125.7,,165.5
Compliant,1N1E22DD-7700-B1,HUB Building,3808 N WILLIAMS,97227,1946,"29,600",Retail Store,Not Available,,203.3,204.9,333.4,333.5,,388.6
Compliant,1N1E23AB-17500-B1,Alberta Station,1823-1837 NE ALBERTA ST,97211,1926,"20,000",Office,Not Available,,18.8,18.6,52.6,52.1,,32.8
Compliant,1N1E23BB-7100-B1,North Police Precinct - Walnut Park,412-432 NE KILLINGSWORTH ST,97211,1961,"59,954",Police Station,Not Available,,72.3,73.2,185.7,180,"74,614",358
Compliant,1N1E23BB-7400-B1,Blazers Boys and Girls Club,5250 NE M L KING BLVD,97211,1995,"26,400",Other - Education,Not Available,,54.5,56.4,149.9,155.2,,123.9
Compliant,1N1E23DC-19900-B1,Fremont Place,3507-3535 NE 15TH AVE,97212,1965,"61,761",Lifestyle Center,Not Available,,145.6,148.3,308.7,311.6,,664.6
Compliant,1N1E25DD-10000-B1,Barbizon Plaza,4029-4047 NE SANDY BLVD,97212,1925,"23,336",Other - Mall,Not Available,,70.1,72.2,113.1,115.4,,104.8
Compliant,1N1E25DD-13100-B1,Northeast Community Center,1630 NE 38TH AVE,97232,1925,"20,314",Fitness Center/Health Club/Gym,Not Available,,151.2,155.7,213.6,218.3,,184.8
Compliant,1N1E26AD-500-B1,R00210,2923 NE 24TH AVE,97212,N/A,"42,677",Other - Technology/Science,Not Available,,179.4,179.4,502.2,502.2,,667
Compliant,1N1E26CC-12100-B1,Lloyd Athletic Club,815 NE HALSEY ST,97232,1980,"34,000",Fitness Center/Health Club/Gym,Not Available,,116.6,118.3,230,230.6,,281.7
Compliant,1N1E26CD-12800-B1,LSC Block P BWW,1200 NE BROADWAY,97232,1959,"57,410",Other,Not Available,,169.2,171.7,269.9,271.5,,618.7
Compliant,1N1E26DA-5800-B1,The Irvington Club,2131 NE THOMPSON ST,97212,1966,"60,000",Fitness Center/Health Club/Gym,Not Available,,32.6,32.6,56.8,56.8,,130.2
Compliant,1N1E26DC-13800-B1,NE Broadway Building,1532 NE BROADWAY,97232,1989,"20,600",Strip Mall,Not Available,,65.8,65.3,184.2,182.6,,118.1
Compliant,1N1E27AD-13600-B1,Matt Dishman Community Center,77 NE KNOTT ST,97212,1991,"42,345",Fitness Center/Health Club/Gym,Not Available,,232.7,239,361.5,360.8,"50,500",619.8
Compliant,1N1E27CA-8700-B1,Interstate Water Control Center/Lab,2010 N INTERSTATE AVE,97227,2014,"27,725",Other - Public Services,Not Available,,147.1,147.3,329.7,327.3,,311.1
Compliant,1N1E27DC-6600-B1,BESC,501 N DIXON ST,97227,1980,"376,283",Office,Not Available,,63.4,64.7,136.1,136.8,,1775.8
Compliant,1N1E28CC-600-B1,Buck Development,2355 NW VAUGHN ST,97210,1962,"42,633",Other,Not Available,,19.7,19.7,47.1,47.1,,66.5
Compliant,1N1E28DD-400-B2,Fremont Place I,"1650 NW NAITO PKWY, BLDG 304",97209,1987,"58,638",Office,Not Available,,41.1,42.1,102.5,104.8,,195.6
Compliant,1N1E29CA-1100-B1,3460 Bldg LLC,3460 NW INDUSTRIAL ST,97210,1955,"28,546",Food Sales,Not Available,,53.5,58.3,64.9,69.9,,86
Compliant,1N1E33AA-1800-B1,Portland GW,1225 NW 13TH AVE,97209,1895,"57,140",Other - Technology/Science,Not Available,,156.9,155.9,439.3,436.4,,781
Compliant,1N1E33AA-2500-B1,Machine Works,1414 NW NORTHRUP ST,97209,2008,"114,396",Mixed Use Property,Not Available,,89.4,89.9,215.5,215.6,,813.6
Compliant,1N1E33AA-600-B3,Planet Granite,1405 NW 14TH AVE,97209,2014,"30,176",Fitness Center/Health Club/Gym,Not Available,,70.6,72,138,138.3,,150.6
Compliant,1N1E33AB-10701-B1,DoveLewis,1945 NW PETTYGROVE ST,97209,2005,"22,900",Other - Specialty Hospital,Not Available,,142.6,145,307.3,309.9,,243.6
Compliant,1N1E33AC-5400-B2,Home Shops on 18th LLC,820-830 NW 18TH AVE,97209,1979,"23,027",Retail Store,Not Available,,64.9,67.1,137.4,138.6,,110.4
Compliant,1N1E33AD-2600-B1,"Marketplace I & II, LLC",1309 NW HOYT ST,97209,1946,"37,341",Mixed Use Property,Not Available,,32.1,31.4,89.8,88,,104.4
Compliant,1N1E33AD-400-B1,Lovejoy Square South,1325 NW Kearney,97209,1937,"20,120",Mixed Use Property,Not Available,,110.3,110.3,238.1,238.1,,165.7
Compliant,1N1E33CA-14700-B1,Jim Fisher Volvo,2108 W BURNSIDE ST,97210,1911,"92,500",Automobile Dealership,Not Available,,11.1,11.1,30.6,30.6,,88.4
Compliant,1N1E33CA-6300-B1,Stadium Shopping Center,2103-2121 W BURNSIDE ST,97210,1978,"26,231",Other - Mall,Not Available,,93.9,95.2,231.7,233.1,,198.6
Compliant,1N1E33CB-6500-B1,Thiele's Square,2315 NW WESTOVER RD,97210,1995,"29,975",Other - Mall,Not Available,,35.4,35.4,99,99,,92.4
Compliant,1N1E33DA-3300-B1,13th Street Lofts,239 NW 13TH AVE,97209,1921,"29,279",Other,Not Available,,260,260.9,711.6,712.6,,653.9
Compliant,1N1E33DC-1700-B1,Artists Repertory Theatre,1516 SW ALDER ST,97205,1976,"40,000",Mixed Use Property,Not Available,,65.7,68.3,134.3,136,,190.4
Compliant,1N1E33DC-5800-B1,Multnomah Athletic Club,1849 SW SALMON ST,97205,1972,"400,215",Fitness Center/Health Club/Gym,Not Available,,136.5,139.1,250.2,252.2,,3732.7
Compliant,1N1E33DC-800-B1,PROVIDENCE Park,1844 SW MORRISON ST,97205,1926,"497,859",Stadium (Open),Not Available,,31.2,31.4,76.4,76.7,,1246.9
Compliant,1N1E33DD-4200-B1,United Way S Building 1     1N1E33DD-4200-B1,619 SW 11TH AVE,97205,1979,"37,493",Office,Not Available,,40.3,41.6,78.5,79.8,,106.6
Compliant,1N1E33DD-5500-B1,1030 SW Morrison St.,1022-1038 SW MORRISON ST,97205,1908,"22,094",Office,Not Available,,100.7,101.5,207,206.3,,161.6
Compliant,1N1E33DD-6500-B1,The Portland Clinic - Downtown,800 SW 13TH AVE,97205,1975,"49,900",Urgent Care/Clinic/Other Outpatient,Not Available,,71.5,71,162.4,160.9,,274.3
Compliant,1N1E33DD-700-B1,Crystal Ballroom/Ringlers pub,1332-1340 W BURNSIDE ST,97205,1913,"27,432",Performing Arts,Not Available,,212.4,218.7,362.3,368.2,,383.8
Compliant,1N1E34AA-4200-B1,Moda Center,1 WI/ CENTER CT,97227,N/A,"765,000",Other - Entertainment/Public Assembly,Not Available,,63.1,64.6,142.7,144.3,,3669.7
Compliant,1N1E34AB-1200-B1,Veterans Memorial Coliseum,300 N WINNING ST,97227,1963,"450,000",Indoor Arena,Not Available,,41.7,43.5,79,81.4,,1305.1
Compliant,1N1E34AD-100-B1,Oregon Convention Center,777 NE M L KING BLVD,97232,1991,"868,000",Convention Center,Not Available,,39.3,40,75.9,77.2,"1,945,581",536.9
Compliant,1N1E34BB-600-B1,Food Innovation Center,1207 NW NAITO PKWY,97209,2000,"33,000",Office,Not Available,,163.2,164.8,365.7,365,,410.7
Compliant,1N1E34BC-7800-B1,Arlene & Harold Schnitzer Center for Art and Design,511 NW BROADWAY,97209,1919,"134,990",College/University,Not Available,,45.3,47.2,104.2,107.4,,473.4
Compliant,1N1E34BD-1200-B2,Union Station,800 NW 6TH AVE,97209,1890,"68,286",Transportation Terminal/Station,Not Available,,103.9,110,168.1,174.4,,455.1
Compliant,1N1E34BD-1600-B1,The Falcon Building LLC,321 NW GLISAN ST,97209,1926,"85,503",Office,Not Available,,52.6,52.1,96.5,95,,307.4
Compliant,1N1E34CA-2000-B1,Bastian Building,418-436 NW 6TH AVE,97209,1911,"30,000",Office,Not Available,,40.3,41.5,93.9,96.6,,94.3
